title,abstract,categories
Why only few are so successful ?,"  In many professons employees are rewarded according to their relative
performance. Corresponding economy can be modeled by taking $N$ independent
agents who gain from the market with a rate which depends on their current
gain. We argue that this simple realistic rate generates a scale free
distribution even though intrinsic ability of agents are marginally different
from each other. As an evidence we provide distribution of scores for two
different systems (a) the global stock game where players invest in real stock
market and (b) the international cricket.
",physics.pop-ph physics.soc-ph q-fin.GN
"Spectroscopy of atomic rubidium at 500 bar buffer gas pressure:
  approaching the thermal equilibrium of dressed atom-light states","  We have recorded fluorescence spectra of the atomic rubidium D-lines in the
presence of several hundreds of bars buffer gas pressure. With additional
saturation broadening a spectral linewidth comparable to the thermal energy of
the atoms in the heated gas cell is achieved. An intensity-dependent blue
asymmetry of the spectra is observed, which becomes increasingly pronounced
when extrapolating to infinitely high light intensity. We interpret our results
as evidence for the dressed (coupled atom-light) states to approach thermal
equilibrium.
",physics.atom-ph cond-mat.soft
"Photonic molecules made of matched and mismatched microcavities: new
  functionalities of microlasers and optoelectronic components","  Photonic molecules, named by analogy with chemical molecules, are clusters of
closely located electromagnetically interacting microcavities or ""photonic
atoms"". As two or several microcavities are brought close together, their
optical modes interact, and a rich spectrum of photonic molecule supermodes
emerges, which depends both on geometrical and material properties of
individual cavities and on their mutual interactions. Here, we discuss ways of
controllable manipulation of photonic molecule supermodes, which improve or add
new functionalities to microcavity-based optical components. We present several
optimally-tuned photonic molecule designs for lowering thresholds of
semiconductor microlasers, producing directional light emission, enhancing
sensitivity of microcavity-based bio(chemical)sensors, and optimizing
electromagnetic energy transfer around bends of coupled-cavity waveguides.
Photonic molecules composed of identical microcavities as well as of
microcavities with various degrees of size or material detuning are discussed.
Microwave experiments on scaled photonic molecule structures are currently
under way to confirm our theoretical predictions.
",physics.optics
Modified Coulomb Law in a Strongly Magnetized Vacuum,"  We study electric potential of a charge placed in a strong magnetic field
B>>4.4x10^{13}G, as modified by the vacuum polarization. In such field the
electron Larmour radius is much less than its Compton length. At the Larmour
distances a scaling law occurs, with the potential determined by a
magnetic-field-independent function. The scaling regime implies short-range
interaction, expressed by Yukawa law. The electromagnetic interaction regains
its long-range character at distances larger than the Compton length, the
potential decreasing across the magnetic field faster than along. Correction to
the nonrelativistic ground-state energy of a hydrogenlike atom is found. In the
infinite-magnetic-field limit the modified potential becomes the Dirac
delta-function plus a regular background. With this potential the ground-state
energy is finite - the best pronounced effect of the vacuum polarization.
",astro-ph hep-th physics.atom-ph
"Social networks and labour productivity in Europe: An empirical
  investigation","  This paper uses firm-level data recorded in the AMADEUS database to
investigate the distribution of labour productivity in different European
countries. We find that the upper tail of the empirical productivity
distributions follows a decaying power-law, whose exponent $\alpha$ is obtained
by a semi-parametric estimation technique recently developed by Clementi et al.
(2006). The emergence of ""fat tails"" in productivity distribution has already
been detected in Di Matteo et al. (2005) and explained by means of a model of
social network. Here we show that this model is tested on a broader sample of
countries having different patterns of social network structure. These
different social attitudes, measured using a social capital indicator, reflect
in the power-law exponent estimates, verifying in this way the existence of
linkages among firms' productivity performance and social network.
",physics.soc-ph
"Fluctuation-induced interactions between dielectrics in general
  geometries","  We study thermal Casimir and quantum non-retarded Lifshitz interactions
between dielectrics in general geometries. We map the calculation of the
classical partition function onto a determinant which we discretize and
evaluate with the help of Cholesky factorization. The quantum partition
function is treated by path integral quantization of a set of interacting
dipoles and reduces to a product of determinants. We compare the approximations
of pairwise additivity and proximity force with our numerical methods. We
propose a ``factorization approximation'' which gives rather good numerical
results in the geometries that we study.
",cond-mat.stat-mech cond-mat.soft physics.comp-ph quant-ph
Speckle reduction in ocular wave-front sensing,"  An acousto-optic cell was used to reduce the speckle noise that reduces the
quality of Hartmann-Shack and other wave-front sensors measuring ocular
aberrations. In the method presented here, a laser beam traverses an
acousto-optic cell, interacting with standing acoustic waves. Speckle reduction
takes place as the incoming beam is diffractively spread across the cornea. The
increased size and the wider angular spread of the incoming beam average out
the speckles, producing a more uniform response of the wave-front sensor.
",physics.optics physics.med-ph
Single photoeffect on helium-like ions in the non-relativistic region,"  We present a generalization of the pioneering results obtained for single
K-shell photoionization of H-like ions by M. Stobbe [Ann. Phys. 7 (1930) 661]
to the case of the helium isoelectronic sequence. The total cross section of
the process is calculated, taking into account the correlation corrections to
first order of the perturbation theory with respect to the electron-electron
interaction. Predictions are made for the entire non-relativistic energy
domain. The phenomenon of dynamical suppression of correlation effects in the
ionization cross section is discussed.
",physics.atom-ph
"Theoretical study of the accuracy limits for the optical resonance
  frequency measurements","  The principal limits for the accuracy of the resonance frequency measurements
set by the asymmetry of the natural resonance line shape are studied and
applied to the recent accurate frequency measurements in the two-photon 1s-2s
resonance and in the one-photon 1s-2p resonance in hydrogen atom. This limit
for 1s-2s resonance is found to be $\sim 10^{-5}$ Hz compared to the accuracy
achieved in experiment $\pm 46$ Hz. In case of deuterium atom the limit is
essentially larger: $10^{-2}$ Hz. For 1s-2p resonance the accuracy limit is
0.17 MHz while the uncertainty of the recent frequency measurement is about 6
MHz.
",physics.atom-ph
"Liquid Drop Stability of a Superdeformed Prolate Semi-Spheroidal Atomic
  Cluster","  Analytical relationships for the surface and curvature energies of oblate and
prolate semi-spheroidal atomic clusters have been obtained. By modifying the
cluster shape from a spheroid to a semi-spheroid the most stable shape was
changed from a sphere to a superdeformed prolate semi-spheroid (including the
flat surface of the end cap). Potential energy surfaces vs. deformation and the
number of atoms, N, illustrate this property independent of N.
",physics.atm-clus
Excited states of the helium-antihydrogen system,"  Potential energy curves for excited leptonic states of the
helium-antihydrogen system are calculated within Ritz' variational approach. An
explicitly correlated ansatz for the leptonic wave function is employed
describing accurately the motion of the leptons (two electrons and positron) in
the field of the helium nucleus and of the antiproton with arbitrary orbital
angular momentum projection $\Lambda$ onto the internuclear axis. Results for
$\Lambda$=0, 1 and 30 are presented. For quasibound states with large values of
$\Lambda$ and rotational quantum numbers $J>\Lambda$ no annihilation and
rearrangement decay channels occur, i. e. they are metastable.
",physics.atom-ph
Arabic Speech Recognition System using CMU-Sphinx4,"  In this paper we present the creation of an Arabic version of Automated
Speech Recognition System (ASR). This system is based on the open source
Sphinx-4, from the Carnegie Mellon University. Which is a speech recognition
system based on discrete hidden Markov models (HMMs). We investigate the
changes that must be made to the model to adapt Arabic voice recognition.
  Keywords: Speech recognition, Acoustic model, Arabic language, HMMs,
CMUSphinx-4, Artificial intelligence.
",cs.CL cs.AI
Analysis of the Effect of a Mean Velocity Field on Mean Field Dynamo,"  We study semi-analytically and in a consistent manner, the generation of a
mean velocity field $\bar{\mathbf{U}}$ by helical MHD turbulence, and the
effect that this field can have on a Mean Field Dynamo. Assuming a prescribed,
maximally helical small scale velocity field, we show that large scale flows
can be generated in MHD turbulent flows, via small scale Lorentz force. These
flows back-react on the mean electromotive force of a Mean Field Dynamo through
new terms, leaving the original $\alpha $ and $\beta $ terms explicitly
unmodified. Cross-helicity plays the key role in interconnecting all the
effects. In the minimal $\tau$ closure that we chose to work with, the effects
are stronger for large relaxation times.
",physics.plasm-ph astro-ph physics.flu-dyn
Whitehead's Trilogy and the Curvature of Spacetime,"  My object in the present paper is to: (1) introduce physicists to the life
and work of Whitehead; (2) outline the content of his book ""The Principle of
Relativity""; (3) present Whitehead's basic criticism of the General Theory of
Relativity which, to my mind, has never been rebutted or properly appreciated,
even by GTR specialists; (4) propose a significant relevant research problem;
and (5) summarize some of the rather radical implications of the acceptance of
Whitehead's observations, including that spacetime is not curved.
",physics.gen-ph physics.hist-ph
"On the Hardness of Approximating Stopping and Trapping Sets in LDPC
  Codes","  We prove that approximating the size of stopping and trapping sets in Tanner
graphs of linear block codes, and more restrictively, the class of low-density
parity-check (LDPC) codes, is NP-hard. The ramifications of our findings are
that methods used for estimating the height of the error-floor of moderate- and
long-length LDPC codes based on stopping and trapping set enumeration cannot
provide accurate worst-case performance predictions.
",cs.IT math.IT
The Wiretap Channel with Feedback: Encryption over the Channel,"  In this work, the critical role of noisy feedback in enhancing the secrecy
capacity of the wiretap channel is established. Unlike previous works, where a
noiseless public discussion channel is used for feedback, the feed-forward and
feedback signals share the same noisy channel in the present model. Quite
interestingly, this noisy feedback model is shown to be more advantageous in
the current setting. More specifically, the discrete memoryless modulo-additive
channel with a full-duplex destination node is considered first, and it is
shown that the judicious use of feedback increases the perfect secrecy capacity
to the capacity of the source-destination channel in the absence of the
wiretapper. In the achievability scheme, the feedback signal corresponds to a
private key, known only to the destination. In the half-duplex scheme, a novel
feedback technique that always achieves a positive perfect secrecy rate (even
when the source-wiretapper channel is less noisy than the source-destination
channel) is proposed. These results hinge on the modulo-additive property of
the channel, which is exploited by the destination to perform encryption over
the channel without revealing its key to the source. Finally, this scheme is
extended to the continuous real valued modulo-$\Lambda$ channel where it is
shown that the perfect secrecy capacity with feedback is also equal to the
capacity in the absence of the wiretapper.
",cs.IT cs.CR math.IT
Dynamical traps and chaotic advection in a meandering jet flow,"  We continue our study of chaotic mixing and transport of passive particles in
a simple model of a meandering jet flow [Prants, et al, Chaos {\bf 16}, 033117
(2006)]. In the present paper we study and explain phenomenologically a
connection between dynamical, topological, and statistical properties of
chaotic mixing and transport in the model flow in terms of dynamical traps,
singular zones in the phase space where particles may spend arbitrary long but
finite time [Zaslavsky, Phys. D {\bf 168--169}, 292 (2002)]. The transport of
passive particles is described in terms of lengths and durations of zonal
flights which are events between two successive changes of sign of zonal
velocity. Some peculiarities of the respective probability density functions
for short flights are proven to be caused by the so-called rotational-islands
traps connected with the boundaries of resonant islands (including those of the
vortex cores) filled with the particles moving in the same frame. Whereas, the
statistics of long flights can be explained by the influence of the so-called
ballistic-islands traps filled with the particles moving from a frame to frame.
",nlin.CD physics.ao-ph
Kekul\'e Cells for Molecular Computation,"  The configurations of single and double bonds in polycyclic hydrocarbons are
abstracted as Kekul\'e states of graphs. Sending a so-called soliton over an
open channel between ports (external nodes) of the graph changes the Kekul\'e
state and therewith the set of open channels in the graph. This switching
behaviour is proposed as a basis for molecular computation. The proposal is
highly speculative but may have tremendous impact.
  Kekul\'e states with the same boundary behaviour (port assignment) can be
regarded as equivalent. This gives rise to the abstraction of Kekul\'e cells.
The basic theory of Kekul\'e states and Kekul\'e cells is developed here, up to
the classification of Kekul\'e cells with $\leq 4$ ports. To put the theory in
context, we generalize Kekul\'e states to semi-Kekul\'e states, which form the
solutions of a linear system of equations over the field of the bits 0 and 1.
We briefly study so-called omniconjugated graphs, in which every port
assignment of the right signature has a Kekul\'e state. Omniconjugated graphs
may be useful as connectors between computational elements. We finally
investigate some examples with potentially useful switching behaviour.
",cs.OH cs.DM
The Heaviside equation for laser heating of the fullerennes,"  In his paper the heating of the fullerenes by ultra-short laser pulses is
investigated. The thermal Heaviside equation is formulated and solved for the
Cauchy initial condition The effective thermal relaxation time is calculated..
  Key words: fullerenes, Heaviside thermal equation, effective thermal
relaxation time.
",physics.gen-ph
Using Image Attributes for Human Identification Protocols,"  A secure human identification protocol aims at authenticating human users to
a remote server when even the users' inputs are not hidden from an adversary.
Recently, the authors proposed a human identification protocol in the RSA
Conference 2007, which is loosely based on the ability of humans to efficiently
process an image. The advantage being that an automated adversary is not
effective in attacking the protocol without human assistance. This paper
extends that work by trying to solve some of the open problems. First, we
analyze the complexity of defeating the proposed protocols by quantifying the
workload of a human adversary. Secondly, we propose a new construction based on
textual CAPTCHAs (Reverse Turing Tests) in order to make the generation of
automated challenges easier. We also present a brief experiment involving real
human users to find out the number of possible attributes in a given image and
give some guidelines for the selection of challenge questions based on the
results. Finally, we analyze the previously proposed protocol in detail for the
relationship between the secrets. Our results show that we can construct human
identification protocols based on image evaluation with reasonably
``quantified'' security guarantees based on our model.
",cs.CR
One-dimensional Rydberg Gas in a Magnetoelectric Trap,"  We study the quantum properties of Rydberg atoms in a magnetic
Ioffe-Pritchard trap which is superimposed by a homogeneous electric field.
Trapped Rydberg atoms can be created in long-lived electronic states exhibiting
a permanent electric dipole moment of several hundred Debye. The resulting
dipole-dipole interaction in conjunction with the radial confinement is
demonstrated to give rise to an effectively one-dimensional ultracold Rydberg
gas with a macroscopic interparticle distance. We derive analytical expressions
for the electric dipole moment and the critical linear density of Rydberg
atoms.
",physics.atom-ph
"Enhanced sensitivity to time-variation of m_p/m_e in the inversion
  spectrum of ammonia","  We calculate the sensitivity of the inversion spectrum of ammonia to possible
time-variation of the ratio of the proton mass to the electron mass,
mu=m_p/m_e. For the inversion transition (lambda= 1.25 cm^{-1}) the relative
frequency shift is significantly enhanced: delta(omega)/omega=-4.46,
delta(mu)/mu. This enhancement allows one to increase sensitivity to the
time-variation of mu using NH_3 spectra for high redshift objects. We use
published data on microwave spectra of the object B0218+357 to place the limit
delta(mu)/mu =(0.6 +/- 1.9) 10^{-6} at redshift z=0.6847; this limit is several
times better than the limits obtained by different methods and may be
significantly improved. Assuming linear time dependence we obtain
dot{mu}/mu=(-1 +/- 3) 10^{-16} yr^{-1}.
",astro-ph hep-ph physics.atom-ph physics.space-ph
Bandstructure and optical properties of $\alpha-LiIO_{3}$ crystal,"  The bandstructure was calculated by the full-potential linearized augmented
plane wave method. The result reveals two important insights to the novel
second harmonic generation (SHG) of alpha-phase lithium iodate
($\alpha-LiIO_{3}$) crystal: the existence of finite intra-band momentum matrix
elements due to the non-inversion symmetry of the crystal illuminating the
potential of the intra-band transition, and the strong covalent bonding between
the $I$-atoms and the ligand $O$-atoms resulting the condition of the
double-resonance. An inter-band transition scenario in SHG as $\alpha-LiIO_{3}$
in nano-structure is proposed. The optical properties were calculated within
the theoretical framework of the time-dependent perturbation of the
independent-particle model. The dielectric tensors and the refractive index
were evaluated. Comparisons between the predictions and the results were made:
the x-ray near edge absorption spectra; the refractive index at the static
limit, and at finite frequencies. Possible factors attributing the calculation
errors is discussed.
",physics.optics
Collective states in social systems with interacting learning agents,"  We consider a social system of interacting heterogeneous agents with learning
abilities, a model close to Random Field Ising Models, where the random field
corresponds to the idiosyncratic willingness to pay. Given a fixed price,
agents decide repeatedly whether to buy or not a unit of a good, so as to
maximize their expected utilities. We show that the equilibrium reached by the
system depends on the nature of the information agents use to estimate their
expected utilities.
",physics.soc-ph
Discrete Choices under Social Influence: Generic Properties,"  We consider a model of socially interacting individuals that make a binary
choice in a context of positive additive endogenous externalities. It
encompasses as particular cases several models from the sociology and economics
literature. We extend previous results to the case of a general distribution of
idiosyncratic preferences, called here Idiosyncratic Willingnesses to Pay
(IWP). Positive additive externalities yield a family of inverse demand curves
that include the classical downward sloping ones but also new ones with non
constant convexity. When j, the ratio of the social influence strength to the
standard deviation of the IWP distribution, is small enough, the inverse demand
is a classical monotonic (decreasing) function of the adoption rate. Even if
the IWP distribution is mono-modal, there is a critical value of j above which
the inverse demand is non monotonic, decreasing for small and high adoption
rates, but increasing within some intermediate range. Depending on the price
there are thus either one or two equilibria. Beyond this first result, we
exhibit the generic properties of the boundaries limiting the regions where the
system presents different types of equilibria (unique or multiple). These
properties are shown to depend only on qualitative features of the IWP
distribution: modality (number of maxima), smoothness and type of support
(compact or infinite). The main results are summarized as phase diagrams in the
space of the model parameters, on which the regions of multiple equilibria are
precisely delimited.
",physics.soc-ph
"Scale invariant quantum potential leading to globally self-trapped wave
  function in Madelung fluid","  We show in spatially one dimensional Madelung fluid that a simple requirement
on local stability of the maximum of quantum probability density will, if
combined with the global scale invariance of quantum potential, lead to a class
of quantum probability densities globally being self-trapped by their own
self-generated quantum potentials, possessing only a finite-size spatial
support. It turns out to belong to a class of the most probable wave function
given its energy through the maximum entropy principle. We proceed to show that
there is a limiting case in which the quantum probability density becomes the
stationary-moving soliton-like solution of the Schr\""odinger equation.
",physics.gen-ph
Parallel computing for the finite element method,"  A finite element method is presented to compute time harmonic microwave
fields in three dimensional configurations. Nodal-based finite elements have
been coupled with an absorbing boundary condition to solve open boundary
problems. This paper describes how the modeling of large devices has been made
possible using parallel computation, New algorithms are then proposed to
implement this formulation on a cluster of workstations (10 DEC ALPHA 300X) and
on a CRAY C98. Analysis of the computation efficiency is performed using simple
problems. The electromagnetic scattering of a plane wave by a perfect electric
conducting airplane is finally given as example.
",cs.DC
"Transition on the entropic elasticity of DNA induced by intercalating
  molecules","  We use optical tweezers to perform stretching experiments on DNA molecules
when interacting with the drugs daunomycin and ethidium bromide, which
intercalate the DNA molecule. These experiments are performed in the low-force
regime from zero up to 2 pN. Our results show that the persistence length of
the DNA-drug complexes increases strongly as the drug concentration increases
up to some critical value. Above this critical value, the persistence length
decreases abruptly and remains practically constant for larger drug
concentrations. The contour length of the molecules increases monotonically and
saturates as drugs concentration increases. Measured in- tercalants critical
concentrations for the persistence length transition coincide with reported
values for the helix-coil transition of DNA-drug complexes, obtained from
sedimentation experiments.
",physics.bio-ph physics.chem-ph
"Parallel computation of the rank of large sparse matrices from algebraic
  K-theory","  This paper deals with the computation of the rank and of some integer Smith
forms of a series of sparse matrices arising in algebraic K-theory. The number
of non zero entries in the considered matrices ranges from 8 to 37 millions.
The largest rank computation took more than 35 days on 50 processors. We report
on the actual algorithms we used to build the matrices, their link to the
motivic cohomology and the linear algebra and parallelizations required to
perform such huge computations. In particular, these results are part of the
first computation of the cohomology of the linear group GL_7(Z).
",math.KT cs.DC cs.SC math.NT
Scaling Laws of Cognitive Networks,"  We consider a cognitive network consisting of n random pairs of cognitive
transmitters and receivers communicating simultaneously in the presence of
multiple primary users. Of interest is how the maximum throughput achieved by
the cognitive users scales with n. Furthermore, how far these users must be
from a primary user to guarantee a given primary outage. Two scenarios are
considered for the network scaling law: (i) when each cognitive transmitter
uses constant power to communicate with a cognitive receiver at a bounded
distance away, and (ii) when each cognitive transmitter scales its power
according to the distance to a considered primary user, allowing the cognitive
transmitter-receiver distances to grow. Using single-hop transmission, suitable
for cognitive devices of opportunistic nature, we show that, in both scenarios,
with path loss larger than 2, the cognitive network throughput scales linearly
with the number of cognitive users. We then explore the radius of a primary
exclusive region void of cognitive transmitters. We obtain bounds on this
radius for a given primary outage constraint. These bounds can help in the
design of a primary network with exclusive regions, outside of which cognitive
users may transmit freely. Our results show that opportunistic secondary
spectrum access using single-hop transmission is promising.
",cs.IT math.IT
A study of the size of snow particles in powder snow avalanches,"  In this work, we study the size of the particles involved in a powder snow
avalanche phenomenon. To determine these sizes, we study all the phenomena the
particles have to face before arriving in the ""body"" of the avalanche. We study
the boundary layer which is at the bottom of the avalanche. We determine, with
the help of experimental data, the range of size of the particles that can be
entrained by the avalanche. We then examine the possibility for these particles
to reach the top of the boundary layer, and so to take part in the avalanche.
Our final result is that the more frequent particles suspended in a powder snow
avalanche have a size lower than 200 micrometers.
",physics.class-ph
A Nice Labelling for Tree-Like Event Structures of Degree 3,"  We address the problem of &#64257;nding nice labellings for event structures
of degree 3. We develop a minimum theory by which we prove that the labelling
number of an event structure of degree 3 is bounded by a linear function of the
height. The main theorem we present in this paper states that event structures
of degree 3 whose causality order is a tree have a nice labelling with 3
colors. Finally, we exemplify how to use this theorem to construct upper bounds
for the labelling number of other event structures of degree 3.
",cs.DC
Experimental Results and Analytical Predictions of EHL Film Thickness,"  In this work, we consider several types of lubricants - including
non-Newtonian fluids - that were studied under various operating conditions
leading us to explore a wide range of dimensionless parameters. The
experimental results are compared with predictions given by the usual
analytical EHL relationships and by more recently developed models. This broad
comparison conducted with particular emphasis on minimum film thickness (hm)
showed a fair agreement between experimental data and a few predictions
including some obtained from extended models. Commonly used elasto-hydrodynamic
lubrication (EHL) models did not systematically gave accurate hm estimation,
whereas minimum film thickness not only is a yield value but also serves as a
key parameter in estimating lubrication regimes.
",physics.class-ph
"Yield design formulation for porous media subjected to flow, using
  approximate pressure field. Calcul \`a la rupture en pr\'esence d'un
  \'ecoulement : formulation cin\'ematique avec un champ de pression approch\'e","  Yield design formulation for porous media subjected to flow, using
approximate pressure field. We attempt here to use the kinematic method of
yield design in the case of a porous medium subjected to flow (with or without
free surface), without looking for the exact solution of the pressure field.
The method proposed here is based on the use of approximate pressure fields. In
this paper, we show how, under different conditions concerning the yield
criterion and the velocity field, the use of such approximate fields allows to
obtain a necessary condition for stability without having to find the real
pressure field. Nous cherchons ici \`a utiliser la m\'ethode cin\'ematique du
calcul \`a la rupture dans le cas d'un milieu poreux soumis \`a un \'ecoulement
avec ou sans surface libre sans conna\^itre la solution exacte du champ de
pression. La m\'ethode propos\'ee ici repose sur l'utilisation de champs de
pression approch\'es par d\'efaut. Nous montrerons comment sous certaines
conditions portant sur le crit\`ere de r\'esistance et sur le champ de vitesse
utilis\'e, l'utilisation de tels champs de pression approch\'es permet
d'obtenir une condition n\'ecessaire de stabilit\'e sans avoir \`a d\'eterminer
exactement l'\'ecoulement.
",physics.class-ph
"Analogy electromagnetism-acoustics: Validation and application to local
  impedance active control for sound absorption","  An analogy between electromagnetism and acoustics is presented in 2D. The
propagation of sound in presence of absorbing material is modeled using an open
boundary microwave package. Validation is performed through analytical and
experimental results. Application to local impedance active control for free
field sound absorption is finally described.
",physics.class-ph
"Molecular Dynamics Study of a Thermal Expansion Coefficient: Ti Bulk
  with an Elastic Minimum Image Method","  Linear thermal expansion coefficient (TEC) and specific heat of Ti bulk is
investigated by means of molecular dynamics simulation. Elastic Minimum Image
Convention of periodic boundary conditions is introduced to allow the bulk to
adjust its size according to the new temporarily fixed temperature. The TEC and
the specific heat of Ti are compared to the available theoretical and
experimental data.
",physics.comp-ph physics.atm-clus
Growing Directed Networks: Estimation and Hypothesis Testing,"  Based only on the information gathered in a snapshot of a directed network,
we present a formal way of checking if the proposed model is correct for the
empirical growing network under study. In particular, we show how to estimate
the attractiveness, and present an application of the model presented in
[arxiv:0704.1847] to the scientific publications network from the ISI dataset.
",physics.soc-ph physics.data-an
"Power control algorithms for CDMA networks based on large system
  analysis","  Power control is a fundamental task accomplished in any wireless cellular
network; its aim is to set the transmit power of any mobile terminal, so that
each user is able to achieve its own target SINR. While conventional power
control algorithms require knowledge of a number of parameters of the signal of
interest and of the multiaccess interference, in this paper it is shown that in
a large CDMA system much of this information can be dispensed with, and
effective distributed power control algorithms may be implemented with very
little information on the user of interest. An uplink CDMA system subject to
flat fading is considered with a focus on the cases in which a linear MMSE
receiver and a non-linear MMSE serial interference cancellation receiver are
adopted; for the latter case new formulas are also given for the system SINR in
the large system asymptote. Experimental results show an excellent agreement
between the performance and the power profile of the proposed distributed
algorithms and that of conventional ones that require much greater prior
knowledge.
",cs.IT math.IT
"Power control and receiver design for energy efficiency in multipath
  CDMA channels with bandlimited waveforms","  This paper is focused on the cross-layer design problem of joint multiuser
detection and power control for energy-efficiency optimization in a wireless
data network through a game-theoretic approach. Building on work of Meshkati,
et al., wherein the tools of game-theory are used in order to achieve
energy-efficiency in a simple synchronous code division multiple access system,
system asynchronism, the use of bandlimited chip-pulses, and the multipath
distortion induced by the wireless channel are explicitly incorporated into the
analysis. Several non-cooperative games are proposed wherein users may vary
their transmit power and their uplink receiver in order to maximize their
utility, which is defined here as the ratio of data throughput to transmit
power. In particular, the case in which a linear multiuser detector is adopted
at the receiver is considered first, and then, the more challenging case in
which non-linear decision feedback multiuser detectors are employed is
considered. The proposed games are shown to admit a unique Nash equilibrium
point, while simulation results show the effectiveness of the proposed
solutions, as well as that the use of a decision-feedback multiuser receiver
brings remarkable performance improvements.
",cs.IT math.IT
Bounded Pushdown dimension vs Lempel Ziv information density,"  In this paper we introduce a variant of pushdown dimension called bounded
pushdown (BPD) dimension, that measures the density of information contained in
a sequence, relative to a BPD automata, i.e. a finite state machine equipped
with an extra infinite memory stack, with the additional requirement that every
input symbol only allows a bounded number of stack movements. BPD automata are
a natural real-time restriction of pushdown automata. We show that BPD
dimension is a robust notion by giving an equivalent characterization of BPD
dimension in terms of BPD compressors. We then study the relationships between
BPD compression, and the standard Lempel-Ziv (LZ) compression algorithm, and
show that in contrast to the finite-state compressor case, LZ is not universal
for bounded pushdown compressors in a strong sense: we construct a sequence
that LZ fails to compress signicantly, but that is compressed by at least a
factor 2 by a BPD compressor. As a corollary we obtain a strong separation
between finite-state and BPD dimension.
",cs.CC cs.IT math.IT
An English translation o Bertrand's theorem,"  A beautiful theorem due to J. L. F. Bertrand concerning the laws of
attraction that admit bounded closed orbits for arbitrarily chosen initial
conditions is translated from French into English.
",physics.class-ph physics.ed-ph
Multiple quantum wells for passive ultra short laser pulse generation,"  Solid state lasers are demanding independent control in the gain media and
cavity loss to achieve ultra short laser pulses using passive mode-locking.
Recently, laser mode-locking is achieved with a MBE structure with multiple
quantum wells, designed to achieve two functions; Bragg mirror and changes in
absorption to control the cavity dynamics. The use of an AlGaAs/AlAs Bragg
mirror with a 15 nm GaAs saturable absorber used in a Cr:LiSAF tuneable laser
proved to be effective to produce femtosecond pulses. The use of saturable
absorbers thus far is a trial and error procedure that is changing due to the
correlation with more predictive procedures.
",physics.optics
Light Logics and Optimal Reduction: Completeness and Complexity,"  Typing of lambda-terms in Elementary and Light Affine Logic (EAL, LAL, resp.)
has been studied for two different reasons: on the one hand the evaluation of
typed terms using LAL (EAL, resp.) proof-nets admits a guaranteed polynomial
(elementary, resp.) bound; on the other hand these terms can also be evaluated
by optimal reduction using the abstract version of Lamping's algorithm. The
first reduction is global while the second one is local and asynchronous. We
prove that for LAL (EAL, resp.) typed terms, Lamping's abstract algorithm also
admits a polynomial (elementary, resp.) bound. We also show its soundness and
completeness (for EAL and LAL with type fixpoints), by using a simple geometry
of interaction model (context semantics).
",cs.LO cs.PL
Optimum Linear LLR Calculation for Iterative Decoding on Fading Channels,"  On a fading channel with no channel state information at the receiver,
calculating true log-likelihood ratios (LLR) is complicated. Existing work
assume that the power of the additive noise is known and use the expected value
of the fading gain in a linear function of the channel output to find
approximate LLRs. In this work, we first assume that the power of the additive
noise is known and we find the optimum linear approximation of LLRs in the
sense of maximum achievable transmission rate on the channel. The maximum
achievable rate under this linear LLR calculation is almost equal to the
maximum achievable rate under true LLR calculation. We also observe that this
method appears to be the optimum in the sense of bit error rate performance
too. These results are then extended to the case that the noise power is
unknown at the receiver and a performance almost identical to the case that the
noise power is perfectly known is obtained.
",cs.IT math.IT
Is diversity good?,"  Prominent ethical and policy issues such as affirmative action and female
enrollment in science and engineering revolve around the idea that diversity is
good. However, even though diversity is an ambiguous concept, a precise
definition is seldom provided. We show that diversity may be construed as a
factual description, a craving for symmetry, an intrinsic good, an instrumental
good, a symptom, or a side effect. These acceptions differ vastly in their
nature and properties. The first one cannot lead to any action and the second
one is mistaken. Diversity as intrinsic good is a mere opinion, which cannot be
concretely applied; moreover, the most commonly invoked forms of diversity
(sexual and racial) are not intrinsically good. On the other hand, diversity as
instrumental good can be evaluated empirically and can give rise to policies,
but these may be very weak. Finally, symptoms and side effects are not actually
about diversity. We consider the example of female enrollment in science and
engineering, interpreting the various arguments found in the literature in
light of this polysemy.
  Keywords: ethics, policy, higher education, female students, minority
students, affirmative action
",physics.soc-ph
Physical Layer Network Coding,"  A main distinguishing feature of a wireless network compared with a wired
network is its broadcast nature, in which the signal transmitted by a node may
reach several other nodes, and a node may receive signals from several other
nodes simultaneously. Rather than a blessing, this feature is treated more as
an interference-inducing nuisance in most wireless networks today (e.g., IEEE
802.11). This paper shows that the concept of network coding can be applied at
the physical layer to turn the broadcast property into a capacity-boosting
advantage in wireless ad hoc networks. Specifically, we propose a
physical-layer network coding (PNC) scheme to coordinate transmissions among
nodes. In contrast to straightforward network coding which performs coding
arithmetic on digital bit streams after they have been received, PNC makes use
of the additive nature of simultaneously arriving electromagnetic (EM) waves
for equivalent coding operation. And in doing so, PNC can potentially achieve
100% and 50% throughput increases compared with traditional transmission and
straightforward network coding, respectively, in multi-hop networks. More
specifically, the information-theoretic capacity of PNC is almost double that
of traditional transmission in the SNR region of practical interest (higher
than 0dB). We believe this is a first paper that ventures into EM-wave-based
network coding at the physical layer and demonstrates its potential for
boosting network capacity.
",cs.IT math.IT
